0.37	0.4	0.41	0.32	0.49	0.54	0.41	0.54	0.54	0.65	0.8	0.74	0.9	0.81	0.83	1.1	1.1	1.12	1.5	1.53	0.99	1	3.2	5	2.8	3.1	14	7
0.25	0.38	0.33	0.41	0.45	0.52	0.66	0.51	0.58	0.68	0.72	0.64	0.79	0.64	0.77	1.09	1.09	1.41	1.18	1.22	2.21	1.63	2.3	2.4	4.1	3.8	5.9	32
0.32	0.54	0.37	0.41	0.43	0.42	0.59	0.77	0.55	0.51	0.77	0.77	0.64	0.99	0.75	0.75	0.75	1.88	1.14	1.15	1.57	2.1	2.4	3.4	4.3	7	9.1	10
0.44	0.41	0.37	0.29	0.43	0.48	0.4	0.53	0.48	0.45	0.62	0.84	0.98	0.75	1	1.25	1.25	1.75	1.5	0.94	1.53	3	2.4	3.1	2.6	5.9	10.1	10
0.43	0.39	0.39	0.45	0.46	0.4	0.38	0.43	0.63	0.45	0.62	0.66	0.75	0.64	0.97	10.96	10.96	0.93	1.06	1.53	2.2	1.93	1.94	2.7	4.8	5.8	9.2	19
0.39	0.4	0.46	0.39	0.37	0.56	0.43	1	0.52	0.65	0.68	0.67	0.71	0.52	1.06	1.06	0.79	1.6	1.53	1.47	1.81	2.3	1.72	2.7	6.1	5.6	6.9	21
0.4	0.55	0.22	0.43	0.39	0.4	0.48	0.28	0.54	0.63	0.79	0.66	0.93	0.82	0.97	0.79	0.79	1.7	1.45	1.37	2.4	2.3	2.5	4.2	3.6	6.3	7.7	22
0.41	0.32	0.51	0.5	0.31	0.54	0.59	0.54	0.47	0.43	0.82	0.75	0.81	0.99	1.28	0.66	0.66	1.06	1.21	1.53	1.99	1.56	2.3	3.6	2.9	7.4	7.1	7.5
0.29	0.34	0.43	0.48	0.5	0.34	0.45	0.51	0.73	0.59	0.67	0.6	0.86	0.75	0.89	0.86	0.86	1.25	1.45	1.01	1.94	0.9	3.4	2.7	3.6	2.6	10.4	11
0.3	0.5	0.42	0.29	0.43	0.4	0.52	0.47	0.83	0.59	0.45	0.89	0.57	0.61	0.99	1.27	1.27	0.84	1.21	1.35	1.04	2	2.2	2.7	4.4	6.1	1.5	25
0.47	0.51	0.52	0.33	0.44	0.32	0.42	0.52	0.48	0.63	0.81	0.93	0.79	1.28	0.86	1.12	1.12	1.02	1.48	1.56	1.59	1.66	2.2	4.3	6.4	5.8	11.2	23
0.36	0.44	0.4	0.28	0.27	0.5	0.36	0.7	0.56	0.54	0.68	0.69	0.67	0.88	0.92	0.96	0.96	1.02	1.55	1.58	2.3	2.6	2.42	3.8	3.8	5	12.8	23
0.4	0.27	0.36	0.45	0.36	0.43	0.51	0.39	0	0.48	0.6	0.74	0.67	0.77	0.62	1.14	1.14	1.6	1.17	1.63	1.53	1.81	3	2.4	4.2	4.9	7.4	21
0.5	0.39	0.37	0.46	0.4	0.39	0.39	0.54	0.49	0.45	0.75	0.75	0.9	0.67	0.75	0.88	0.88	1.25	1.18	1.32	1.62	1.7	3	3.2	4.2	6.9	6.8	11.121
0.22	0.44	0.39	0.31	0.37	0.46	0.43	0.49	0.55	0.46	0.52	0.85	0.74	0.97	0.94	1.17	1.17	1.17	1.36	1.85	1.04	0.5	2.7	2.4	4.4	3.4	6.5	12
0.35	0.43	0.47	0.22	0.33	0.44	48	0.55	0.51	0.48	0.72	0.79	0.71	0.87	0.78	1.14	1.14	1.28	1.49	1.54	1.74	1.2	3.4	3.4	3.2	10.2	7.6	10
0.46	0.21	0.57	0.49	0.35	0.51	0.29	0.51	0.9	1.01	0.49	0.74	1.13	0.68	0.98	0.71	0.71	1.13	0.88	1.4	2.04	23	2.4	2	2.4	9.35	1.49	28
0.36	0.57	0.4	0.49	0.46	0.5	0.59	0.9	0.6	0.44	0.61	0.71	0.92	0.6	0.89	0.85	0.85	105	0.59	1.27	1.2	1.5	2.02	3.2	4.6	2.7	1	18
0.35	0.45	0.47	0.45	0.53	0.47	0.4	0.6	0.64	0.6	0.78	0.6	0.59	0.95	0.78	0.93	0.93	1.3	1.45	1.39	1.77	1.67	1.27	4.1	2.7	4.4	4.8	35
0.32	0.42	0.3	0.44	0.56	0.34	0.47	0.64	0.59	0.52	0.67	1.09	0.91	1.07	0.87	1.1	1.1	1.47	0.98	1.5	1.44	2.2	2.9	2.7	44	3.9	6.4	13
0.47	0.42	0.35	0.46	0.41	0.36	0.33	0.59	0.5	0.58	0.67	0.78	0.68	1.09	1.55	1.35	1.35	1.15	0.86	1.11	1.3	1.56	2.8	4.5	3.9	3.4	13	23
0.46	0.41	0.5	0.54	0.37	0.35	0.49	0.5	0.64	0.61	0.78	0.75	0.61	1.2	0.95	0.89	0.89	1.55	1.14	1.34	1.57	0.97	3.2	3.6	3.4	5	12	32
0.44	0.33	0.3	0.39	0.39	0.51	0.42	0.64	0.6	0.49	0.65	0.79	0.82	0.67	0.79	1.06	1.06	1.55	1.25	1.68	1.53	2.2	1.93	4.2	5	3.5	10.5	31
0.35	0.57	0.49	0.44	0.4	0.35	0.6	0.6	0.53	0.43	0.46	0.52	0.81	584	0.57	0.76	0.76	1.25	1.63	1.54	1.77	1.99	2.63	4.4	3.5	5.9	4.5	27
0.36	0.39	0.47	0.51	0.32	0.41	0.5	0.53	0.52	0.44	0.75	0.69	0.55	0.68	1.08	0.88	0.88	1.33	1.16	1.34	1.32	1.13	2.26	2.6	5.9	4.5	11.8	65
0.41	0.37	0.38	0.47	0.42	0.56	0.52	0.52	0.63	0.73	0.56	0.57	0.62	0.82	0.67	1.17	1.17	1.2	1.41	1.28	1.63	2.13	2.66	2.2	3.7	4.2	8.5	23
0.47	0.44	0.42	0.48	0.56	0.53	0.38	0.63	0.49	0.66	0.57	0.67	0.78	0.68	0.8	1.01	1.01	138	1.56	1.69	1.04	1.42	2.07	2.2	2.6	3.7	6	15
0.44	0.49	0.52	0.43	0.32	0.52	0.48	0.49	0.38	0.57	0.57	0.7	0.58	0.9	0.94	0.93	0.93	1.04	1.7	1.62	1.55	1.22	2.5	2.9	4.1	2.6	11.6	24
0.42	0.45	0.34	0.48	0.29	0.56	0.5	0.38	0.59	0.48	0.66	0.79	0.69	0.98	109	0.17	0.17	1.06	1.54	1.67	1.8	2	2.02	3.9	2.2	4.1	9.1	9
0.35	0.39	0.47	0.45	0.46	0.42	0.44	0.59	0.4	0.44	0.79	0.54	0.67	0.52	0.72	1.2	1.2	0.99	1.41	1.66	1.58	2.1	1.71	3.7	4.1	2.2	4.5	20
0.26	0.27	0.33	0.44	0.47	0.39	0.38	0.4	0.44	0.56	0.37	0.78	0.69	0.89	0.81	0.93	0.93	1	1.86	1.23	1.26	2.28	1.81	3	2.7	4.1	17	16
0.44	0.5	0.47	0.33	0.39	0.44	0.44	0.44	0.51	0.54	0.62	0.53	0.89	0.85	0.9	1.48	1.48	1.07	1.25	1.46	1.59	1.18	3.1	3	2.4	2.7	13	24
0.36	0.53	0.5	0.47	0.52	0.51	0.4	0.51	0.58	0.69	0.57	0.63	0.63	0.78	1.11	1.045	1.45	1.31	1.46	1.82	1.43	1.96	1.7	2	4.8	2.4	6.3	15
0.28	0.35	0.49	0.39	0.48	0.48	0.4	0.58	0.37	0.67	0.43	0.54	0.59	0.54	0.85	1.06	1.06	1.55	1.34	1.936	1.39	2.05	2.5	3	2.4	4.8	11.5	12
0.4	0.54	0.43	0.38	0.45	0.54	0.48	0.37	0.42	0.66	0.74	0.76	0.75	1.14	1.15	1.11	1.11	1.72	0.99	1.35	1.76	2.05	2.5	3	2.5	2.4	64	11.5
0.35	0.44	0.34	0.41	0.39	0.5	0.57	0.42	0.53	0.64	0.62	0.78	0.75	1.04	0.84	1.01	1.01	1.84	1.72	1.54	1.98	1.66	2.7	3	6.4	2.5	9.5	45
0.53	0.37	0.49	0.58	0.35	0.62	0.76	0.53	0.5	0.74	0.49	0.97	0.8	0.92	1.04	1.31	1.31	1.04	0.98	1.54	1.96	1.58	2.1	2.3	2.5	6.4	6.9	33
0.39	0.41	0.5	0.48	0.31	0.37	0.57	0.5	0.41	0.71	0.61	0.57	0.55	0.63	1	1	1	1.05	1.14	1.62	1.39	1.57	1.8	2.5	4.9	2.5	8.2	14
0.36	0.59	0.33	0.56	0.51	0.35	0.5	0.41	0.49	0.55	0.83	0.71	0.9	0.94	1.06	1.64	1.64	1.25	1.73	1.34	1.33	2	2.83	2.6	6.9	4.9	8	81
0.46	0.42	0.42	0.42	0.52	0.46	0.5	0.49	0.55	0.49	0.58	0.62	0.83	0.9	1.13	0.42	0.42	0.94	1.36	166	1.45	1.54	1	5.2	3.9	6.9	11.6	17
0.33	0.46	0.47	0.47	0.5	0.45	0.42	0.55	0.67	0.37	0.69	0.59	0.74	0.53	1.25	1.22	1.22	1.15	1.23	1.29	1.48	1.58	84	3.7	4.6	3.9	8.2	9
0.44	0.44	0.35	0.55	0.45	0.52	0.51	0.67	0.58	0.71	0.71	0.8	0.68	0.5	0.99	1.29	1.29	1.13	1.39	1.76	1.33	5.3	2	3	5.1	4.6	8.2	29
0.48	0.35	0.41	0.43	0.21	0.45	0.61	0.58	0.27	0.44	0.82	0.57	0.48	1.11	1.13	0.84	0.84	1.31	0.91	1.16	1.31	2.8	1.5	3	3.8	5.1	9	10
0.43	0.35	0.37	0.38	0.5	0.4	0.45	0.27	0.58	0.56	0.58	0.7	0.66	0.8	0.71	1.05	1.05	1.17	1.2	1.29	2.05	1.6	2.5	3	5.2	3.8	11.3	11
0.35	0.42	0.36	0.47	0.38	0.46	0.34	0.58	0.38	0.67	0.66	0.81	0.81	0.77	0.92	1.26	1.26	1.03	1.84	1.77	1.94	1.5	2.5	2.4	4.5	5.2	10.2	13
0.26	0.43	0.34	0.58	0.52	0.46	0.56	0.38	0.56	0.64	0.65	0.74	0.77	0.64	0.93	1.02	1.02	0.96	1.52	1.28	1.51	1.37	2.5	3.6	4.2	4.5	11.9	13
0.55	0.43	0.28	0.27	0.41	0.32	0.49	0.56	0.41	0.77	0.46	0.6	0.84	0.91	0.84	0.87	0.87	1.23	1.51	1.5	1.61	1.89	33.3	3.6	4.5	4.2	6.8	32
0.39	0.41	0.41	0.37	0.36	0.4	0.57	0.41	0.46	0.52	0.82	0.69	0.79	1.26	1.31	1.03	1.03	0.95	1.03	1.59	1.48	1.8	3.3	3.1	2.1	4.5	13	11
0.33	0.38	0.3	0.42	0.53	0.57	0.3	0.46	0.5	0.58	0.31	0.65	0.5	0.64	0.67	1.06	1.06	1.58	1.53	1.63	1.76	2.3	3.6	1.87	2.1	2.1	9.2	16
0.3	0.34	0.44	0.46	0.34	0.55	0.49	0.5	0.48	0.55	0.76	0.58	0.75	0.78	0.75	0.83	0.83	1.24	0.49	183	1.56	1.22	32.3	2.5	4.9	2.1	4.4	20
0.4	0.45	0.33	0.56	0.35	0.52	0.53	0.48	0.48	0.39	0.6	0.42	0.82	0.34	0.85	1.13	1.13	1.35	1.56	1.8	1.51	1.33	2.5	4.1	3.5	4.9	7.3	18
0.44	0.32	0.34	0.48	0.26	0.33	0.64	0.48	0.34	0.46	0.54	0.58	0.38	0.45	0.98	1.22	1.22	1.1	1.4	1.95	1.89	1.63	1.8	3.9	4.1	3.5	17	24
0.38	0.42	0.25	0.53	0.3	0.58	0.6	0.34	0.63	0.78	0.66	0.76	0.78	0.86	0.98	1.11	1.11	1.54	1.18	1.88	2.05	2.5	2	3.3	5.6	4.1	10	7
0.21	0.33	0.32	0.57	0.44	0.41	0.45	0.63	0.43	0.43	0.37	0.58	0.51	0.77	0.68	0.83	0.83	1.42	1.52	1.56	1.16	1.4	2.5	3.3	2.6	5.6	11	14
0.5	0.41	0.46	0.36	0.52	0.34	0.51	0.43	0.48	0.48	0.8	0.86	0.67	0.9	0.97	1.4	1.4	0.98	1.7	1.8	1.22	1.44	1.7	3	5.8	2.6	5	27
0.39	0.39	0.39	0.47	0.44	0.51	0.54	0.48	0.61	0.79	0.76	0.72	0.93	0.42	0.1	0.82	0.82	0.87	1.42	1.05	1.44	1.44	3.5	0.8	4.1	5.8	4	13
0.47	0.45	0.37	0.39	0.27	0.43	0.4	0.61	0.58	0.62	0.68	0.75	0.88	0.89	1.19	1.06	1.06	1.223	1.69	0.88	1.3	1.92	3.5	3	3	4.1	10	22
0.32	0.22	0.36	0.4	0.39	0.46	0.39	0.58	0.54	0.47	0.65	0.62	0.89	0.84	0.76	1.04	1.04	0.8	1.19	0.86	1.21	2.5	2.9	93.4	4	3	0.4	37
0.28	0.43	0.35	0.53	0.54	0.5	0.4	0.54	0.43	0.45	0.76	0.64	0.61	0.7	0.96	1.9	1.9	0.1	1.79	0.99	1.79	2.6	1.5	3.9	2.6	4	12.9	9
0.34	0.33	0.36	0.34	0.41	0.48	0.46	0.43	0.49	0.54	0.49	0.59	0.57	0.6	1.28	1.43	1.43	1.18	1.09	1.63	1.56	2.2	2.5	2.5	2.4	2.6	7.2	16
0.48	0.42	0.49	0.22	0.54	0.53	0.45	0.49	0.34	0.49	0.53	0.51	0.59	0.7	0.7	0.8	0.8	0.93	0.83	1.13	1.98	1.98	2.2	2.2	3.7	2.4	12	22
0.36	0.44	0.49	0.33	0.3	0.4	0.43	0.34	0.62	0.6	0.65	0.63	0.9	0.98	0.82	88	88	1.2	1.173	1.59	1.77	1.97	2.2	3.9	3	3.7	14	25
0.4	0.54	0.4	0.37	0.49	0.38	0.46	0.62	0.46	0.72	0.64	0.59	0.57	0.83	0.96	1.15	1.15	1.17	0.8	1.84	1.89	1.73	3.8	3.9	5.4	3	15	6.7
0.41	0.51	0.33	0.43	0.44	0.31	0.38	0.46	0.48	0.71	0.66	0.6	0.87	1.17	1.09	0.82	1.4	3	1.8	1.45	2.07	2.2	2.3	2.2	7.6	5.4	10.4	2
0.36	0.46	0.44	0.46	0.3	0.68	0.36	0.48	0.58	0.75	0.77	0.45	0.44	0.6	1.09	1.4	1.4	1.19	1.47	1.61	1.79	1.64	2.3	2.6	4	7.6	1.5	26
0.29	0.3	0.41	0.44	0.34	0.42	0.54	0.58	0.7	0.39	0.6	0.68	0.57	0.64	0.55	1.48	1.48	1.27	1.25	1.21	2.09	2.05	2.6	4	2.2	4	11.2	7.9
0.33	0.35	0.46	0.4	0.45	0.35	0.46	0.7	0.47	0.66	0.59	0.76	0.89	0.9	1.13	1.14	1.14	1.2	1.17	1.52	1.28	2.02	2.2	3.9	2.1	2.2	12.8	29
0.45	0.53	0.39	0.37	0.47	0.5	0.59	0.47	0.69	0.56	0.51	0.78	0.7	0.5	0.64	1.15	1.15	1.25	1.78	1.28	2.08	1	2.2	3.6	3.4	2.1	7.4	32
0.33	0.37	0.17	0.35	0.5	0.49	0.51	0.69	0.52	0.66	0.81	0.59	81	0.74	1.28	0.84	0.84	1.16	1.4	1.99	1.46	1.84	2.4	3.1	5	3.4	6.8	27
0.46	0.34	0.28	0.39	0.36	0.44	0.44	0.52	0.54	0.57	0.62	0.78	0.77	1.09	0.93	0.59	0.59	81	1.11	1.07	1.5	1.23	2.2	4.6	2.1	5	6.5	9.9
0.36	0.28	0.4	0.47	0.43	0.42	0.33	0.54	0.59	0.48	0.75	0.82	0.99	1.11	0.79	1.15	1.15	0.7	1.06	1.45	1.92	2.5	1.6	0.6	3.6	2.1	7.6	35
0.22	0.48	0.4	0.38	0.41	0.51	0.63	0.59	0.6	0.65	0.74	0.7	0.69	0.57	0.1	0.99	0.99	1.36	1.03	1.36	1.83	2.44	2	3.1	6	3.6	1.49	28
0.37	0.28	0.31	0.44	0.44	0.36	0.49	0.6	0.54	0.62	0.66	0.71	0.8	0.86	0.75	1.44	1.44	1.25	1.28	1.28	1.29	1.45	2.44	45	5.2	6	1	8.5
0.29	0.4	0.35	0.44	0.37	0.47	0.7	0.54	0.39	0.77	0.48	0.63	0.9	0.57	1.03	0.91	0.91	1.3	1.21	1.58	1.69	2.06	2	3	2.6	5.2	48	27
0.42	0.31	0.38	0.46	0.55	0.67	0.58	0.39	0.59	0.47	0.86	0.67	0.63	1.03	0.77	1.1	1.1	1.92	1.33	1.88	1.94	2.3	2.05	2.5	4.3	2.6	64	13
0.33	0.61	0.39	0.4	0.4	0.43	0.6	0.59	0.64	0.74	0.5	0.5	0.8	0.7	1.03	1.07	1.07	0.8	1.21	1.6	2.06	1.71	2.6	4	3.7	4.3	13	7.37
0.28	0.27	0.28	0.33	0.45	0.51	0.44	0.64	0.28	0.81	0.68	0.83	0.64	0.48	1.05	1.012	1.12	1.07	1.57	0.92	2.04	1.32	1.71	2.1	4	3.7	12	8.4
0.3	0.35	0.42	0.36	0.36	0.52	0.46	0.28	0.51	0.52	0.62	0.9	0.72	0.54	0.48	1.02	1.02	1.1	1.29	1.04	1.28	2.6	1.52	2.5	2.6	4	10.5	10
0.39	0.32	0.43	0.33	0.29	0.38	0.55	0.51	0.44	0.64	0.7	0.68	1.2	0.73	1.13	1.35	1.35	0.94	1.42	1.5	1.64	1.1	3	2.5	3.6	2.6	4.5	5.6
0.38	0.35	0.3	0.38	0.037	0.41	0.48	0.44	0.37	0.61	0.68	0.71	0.7	0.7	0.98	0.67	0.67	1.031	1.04	1.76	2.6	2.3	2	4.1	4	3.6	11.8	14
0.46	0.4	0.25	0.43	0.46	0.46	0.62	0.37	0.65	0.34	0.54	0.85	0.65	0.99	1.8	1.84	1.84	1.2	1.44	1.74	1.9	0.93	2.5	3.1	4	4	8.5	20
0.55	0.28	0.32	0.41	0.44	0.57	0.54	0.65	0.52	0.4	0.65	0.58	0.69	0.53	1.03	1.29	1.29	0.89	2.1	1.48	1.75	3	2.1	2.9	3.9	4	6	9.4
0.27	0.35	0.43	0.48	0.28	0.38	0.45	0.52	0.61	0.48	0.63	0.76	0.99	0.57	0.38	0.85	0.85	1.05	1.11	1.66	1.4	1.38	2.3	1.88	4.3	3.9	11.6	3.2
0.33	0.36	0.44	0.51	0.47	0.42	0.49	0.561	0.4	0.6	0.77	0.7	0.64	0.59	0.99	1.1	1.1	1.13	1.08	1.33	1.38	2.3	63.4	2.4	4.1	4.3	9.1	24
0.29	0.31	0.31	0.53	0.53	0.4	0.45	0.4	0.54	0.54	0.46	0.68	0.9	0.48	0.75	0.82	0.82	1.14	1.21	1.97	1.59	2	1.9	2.1	3.1	4.1	6.8	5.9
0.35	0.55	0.35	0.38	0.42	0.47	0.4	0.54	0.4	0.55	0.79	0.52	0.5	0.84	0.98	1.73	1.73	0.96	1.39	1.36	1.63	1.95	3.6	4.3	3	3.1	13	20
0.4	0.32	0.45	0.49	0.4	0.49	0.49	0.4	0.45	0.53	0.75	0.64	0.74	0.79	0.97	1.25	1.25	0.86	1.08	1.38	1.21	1.94	2.2	2.6	7	3	9.2	21
0.34	0.23	0.31	0.42	0.39	0.52	0.53	0.45	0.52	0.62	0.49	0.79	1.09	0.78	0.51	0.98	0.97	0.96	1.2	1.59	1.69	1.49	24.1	2.1	4.1	7	4.4	12
0.35	0.36	0.3	0.37	0.48	0.62	0.54	0.52	0.58	71	0.6	0.87	1.11	0.63	99	0.97	0.51	0.8	1.16	1.2	1.99	2.04	2.6	2.3	3.4	4.1	7.3	0.73
0.43	0.31	0.4	0.4	0.54	0.33	0.44	0.58	0.49	0.63	0.65	0.81	0.57	0.79	0.81	0.51	0.99	1.3	1.29	1.56	1.85	2.6	4.4	2.7	2.3	3.4	17	22
0.33	0.45	0.37	0.38	0.38	0.5	0.49	0.49	0.37	0.75	0.54	0.66	0.86	0.91	0.65	99	0.81	0.56	1.62	1.17	1.53	2.2	2.6	2.3	4.8	2.3	10	29
0.32	0.27	0.38	0.44	0.37	0.66	0.55	0.37	0.43	0.49	0.52	0.66	0.57	0.77	0.76	0.81	0.65	1.51	1.3	1.17	1.77	1.39	2.1	2	2.3	4.8	11	11.9
0.28	0.36	0.5	0.41	0.47	0.38	0.39	0.43	0.55	0.55	0.55	0.87	1.03	0.8	0.94	0.65	0.76	1.23	1.2	1.36	1.68	1.45	2.1	3.29	3.1	2.3	5	22
0.31	0.29	0.42	0.55	0.35	0.47	0.29	0.55	0.69	0.65	0.57	0.72	0.7	0.82	0.78	0.76	0.94	1.03	1.68	1.31	1.37	1.17	2.5	3.1	4.9	3.1	4	25
0.54	0.17	0.43	0.49	0.49	0.5	0.35	0.69	0.6	0.71	0.44	0.87	0.48	0.56	1.05	0.94	0.78	1.19	1.17	1.5	1.78	2.1	3.3	2.9	3.5	4.9	10	6.7
0.47	0.29	34	0.4	0.39	0.51	0.39	0.6	0.53	0.59	0.66	0.75	0.54	0.6	0.98	0.78	1.05	1.21	10.98	1.69	1.64	1.97	3.3	4.9	4.7	3.5	0.4	2
0.36	0.35	0.4	0.35	0.39	0.45	0.44	0.53	0.57	0.58	0.69	0.74	0.73	1.12	0.75	1.05	0.98	0.92	1.19	1.99	1.41	2.5	3.1	2.2	3.7	4.7	12.9	26
0.38	0.36	0.48	0.45	0.5	0.23	0.4	0.57	0.57	0.67	0.671	0.88	0.7	0.73	1.5	0.98	0.75	1.14	1.2	1.74	1.66	18	1.2	3.8	4.6	3.7	7.2	7.9
0.48	0.43	0.47	0.36	0.5	0.23	0.5	0.57	0.5	0.55	0.67	0.82	0.99	0.77	1.17	0.75	1.5	0.86	0.81	1.15	2.06	2.5	2.8	2.5	3.8	4.6	12	29
0.19	0.36	0.46	0.39	0.4	0.26	0.43	0.5	0.42	0.45	0.39	0.88	0.53	0.68	1.1	1.5	1.17	0.12	1.14	1.3	1.55	2.07	2.05	2.6	5.8	3.8	14	32
0.37	0.2	0.36	0.46	0.43	0.42	0.6	0.42	0.72	0.51	0.53	0.79	0.57	0.57	0.75	1.17	1.1	1.02	0.97	1.22	1.34	2.06	3.5	2.2	2.6	5.8	15	27
0.36	0.48	0.33	0.56	0.28	0.34	0.5	0.72	0.64	0.36	0.74	0.68	0.59	0.68	1.01	1.1	0.75	0.88	0.12	1.15	1.2	1.7	2.5	2	2.2	2.6	10.4	9.9
0.32	0.51	0.31	0.54	0.41	0.49	0.59	0.64	0.44	0.56	0.63	0.67	0.48	0.8	1.16	0.75	1.01	1.27	1.65	1.26	2	2.3	1.3	2.7	2	2.2	1.5	35
0.48	0.49	0.41	0.3	0.52	0.57	0.69	0.44	0.56	0.57	0.57	0.74	0.84	0.74	0.84	1.01	1.16	0.8	10.95	1.34	1.52	2.3	3.3	3.1	2.7	2	11.2	28
0.56	0.32	0.25	0.36	0.35	0.52	0.62	0.56	0.48	0.45	0.74	0.82	0.79	0.84	0.76	1.16	0.84	1.19	1.51	1.27	2.3	2.07	3.36	2.7	3.1	2.7	12.8	8.5
0.41	0.22	0.31	0.44	0.42	0.5	0.4	0.48	0.53	0.72	0.76	0.81	0.78	0.55	0.57	0.84	0.76	1.06	1.09	1.12	1.32	1.67	3.2	3	2.7	3.1	7.4	27
0.45	0.32	0.28	0.46	0.35	0.52	0.57	0.53	0.71	0.59	0.55	0.42	0.63	0.86	0.6	0.76	0.57	1.47	1.38	1.9	1.42	1.84	3.1	2.8	3	2.7	6.8	13
0.24	0.46	0.33	0.38	0.28	0.49	0.61	0.71	0.59	0.61	0.58	0.7	0.79	0.78	0.66	0.57	0.6	0.86	1.47	1.27	1.19	2.4	2.3	2.8	2.8	3	6.5	7.37
0.42	0.3	0.38	0.25	0.57	0.43	0.32	0.59	0.57	0.6	0.71	0.53	0.91	0.7	0.89	0.6	0.66	1.45	1.2	1.65	1.21	2.01	1.6	4	2.8	2.8	7.6	8.4
0.32	0.43	0.42	0.5	0.33	0.39	0.29	0.57	0.57	0.65	0.54	0.83	0.77	0.79	0.58	0.66	0.89	0.94	1.12	1.3	2	1	3.2	43.4	4	2.8	1.49	10
0.44	0.4	0.32	0.51	0.36	0.48	0.49	0.57	0.57	0.47	0.7	0.7	0.8	0.69	0.76	0.89	0.58	0.78	1.06	1.39	1.59	2	2.2	1.92	4.3	4	1	5.6
0.43	0.26	0.31	0.55	0.44	0.44	0.48	0.54	4	0.39	0.72	0.83	0.82	0.76	0.74	0.58	0.76	1.05	1.3	1.57	2	1.56	1.7	1.92	1.92	4.4	4.8	14
0.39	0.32	0.33	0.36	0.55	0.52	0.51	4	0.53	0.48	0.045	0.69	0.56	0.57	0.64	0.76	0.74	0.98	1.21	1.36	1.9	2.2	2.7	3.7	1.92	1.92	1.5	20
0.4	0.17	0.41	0.34	0.6	0.58	0.64	0.53	0.39	0.47	0.55	0.43	0.6	0.6	0.88	0.74	0.64	0.75	1.26	1.56	1.93	1.19	2.3	2.3	3.7	1.92	11.2	28
0.41	0.38	0.45	0.36	0.45	0.3	0.52	0.39	0.41	0.44	0.61	0.75	1.12	0.66	0.6	0.64	0.88	1.5	1.27	1.31	1.25	2.01	1.42	1.8	2.3	3.7	6.5	8.5
0.29	0.47	0.29	0.26	0.31	0.49	0.42	0.41	0.52	0.45	0.82	1.11	0.73	0.89	0.78	0.88	0.6	1.17	1.64	1.52	1.63	2.37	1.38	4.1	1.8	2.3	7.6	27
0.3	0.44	0.44	0.33	0.56	0.48	0.38	0.52	0.43	0.55	0.63	0.99	0.77	0.58	0.6	0.6	0.78	1.1	1.37	1.11	1.6	2.55	1.8	4.4	4.1	1.8	1.49	13
0.47	0.5	0.47	0.45	0.39	0.59	0.32	0.43	0.5	0.61	0.53	0.43	0.68	0.76	0.48	0.78	0.6	0.75	1.1	0.95	2.2	1.44	2.37	2.8	4.4	4.1	1	26
0.36	0.48	0.38	0.31	0.32	0.6	0.45	0.5	0.46	0.82	0.7	0.6	0.57	0.74	0.77	0.6	0.48	1.01	0.95	1.52	1.71	2.05	2.9	3.2	2.8	4.4	4.8	7.9
